Date,market_value,balance,stock_owned,price,action,amount
2019-06-28,102372.30335361329,722.4119961914112,78,1303.2037353515625,buy,0
2019-07-01,102050.46766025391,722.4119961914112,78,1299.07763671875,buy,0
2019-07-02,101444.23475009766,722.4119961914112,78,1291.305419921875,buy,0
2019-07-03,101912.00623447266,722.4119961914112,78,1297.302490234375,buy,0
2019-07-04,102488.31311923829,722.4119961914112,78,1304.6910400390625,buy,0
2019-07-05,102413.45520908204,722.4119961914112,78,1303.7313232421875,buy,0
2019-07-08,101032.59241611329,722.4119961914112,78,1286.0279541015625,sell,0
2019-07-09,99591.84900791016,722.4119961914112,78,1267.556884765625,sell,0
2019-07-10,99737.79432041016,722.4119961914112,78,1269.427978515625,buy,0
2019-07-11,100448.79212314454,722.4119961914112,78,1278.5433349609375,buy,0
2019-07-12,102656.71009189454,722.4119961914112,78,1306.8499755859375,buy,0
2019-07-15,101998.08045322266,722.4119961914112,78,1298.406005859375,sell,0
2019-07-16,103431.34949619141,722.4119961914112,78,1316.78125,buy,0
2019-07-17,105197.68006259766,722.4119961914112,78,1339.426513671875,buy,0
2019-07-18,104378.10877353516,722.4119961914112,78,1328.919189453125,buy,0
2019-07-19,103191.82703525391,722.4119961914112,78,1313.71044921875,buy,0
2019-07-22,105818.89978916016,722.4119961914112,78,1347.390869140625,buy,0
2019-07-23,107701.22107822266,722.4119961914112,78,1371.523193359375,buy,0
2019-07-24,111746.55701572266,722.4119961914112,78,1423.386474609375,sell,0
2019-07-25,112678.36756259766,722.4119961914112,78,1435.332763671875,buy,0
2019-07-26,114968.62732822266,722.4119961914112,78,1464.695068359375,buy,0
2019-07-29,113980.65906650391,722.4119961914112,78,1452.02880859375,buy,0
2019-07-30,113643.87464267579,722.4119961914112,78,1447.7110595703125,buy,0
2019-07-31,114568.21082431641,722.4119961914112,78,1459.5615234375,buy,0
2019-08-01,113340.76770908204,722.4119961914112,78,1443.8250732421875,buy,0
2019-08-02,116371.96082431641,722.4119961914112,78,1482.6865234375,buy,0
2019-08-05,114890.03699619141,722.4119961914112,78,1463.6875,buy,0
2019-08-06,117917.47864658204,722.4119961914112,78,1502.5008544921875,buy,0
2019-08-07,117419.77161533204,722.4119961914112,78,1496.1199951171875,buy,0
2019-08-08,117921.23011142579,722.4119961914112,78,1502.5489501953125,buy,0
2019-08-09,118639.74036533204,722.4119961914112,78,1511.7606201171875,buy,0
2019-08-13,118478.81775791016,722.4119961914112,78,1509.697509765625,buy,0
2019-08-14,118205.62732822266,722.4119961914112,78,1506.195068359375,buy,0
2019-08-16,120282.58680087891,722.4119961914112,78,1532.82275390625,buy,0
2019-08-19,119459.27356845704,722.4119961914112,78,1522.2674560546875,buy,0
2019-08-20,120110.43836337891,722.4119961914112,78,1530.61572265625,buy,0
2019-08-21,119661.35755283204,722.4119961914112,78,1524.8582763671875,buy,0
2019-08-22,118243.04676181641,722.4119961914112,78,1506.6748046875,buy,0
2019-08-23,119006.46985751954,722.4119961914112,78,1516.4622802734375,buy,0
2019-08-26,120290.04212314454,722.4119961914112,78,1532.9183349609375,buy,0
2019-08-27,120432.26453525391,722.4119961914112,78,1534.74169921875,buy,0
2019-08-28,120709.17786533204,722.4119961914112,78,1538.2918701171875,sell,0
2019-08-29,121614.79480869141,722.4119961914112,78,1549.90234375,buy,0
2019-08-30,121685.89173251954,722.4119961914112,78,1550.8138427734375,buy,0
2019-09-03,118733.28894931641,722.4119961914112,78,1512.9599609375,buy,0
2019-09-04,115619.79212314454,722.4119961914112,78,1473.0433349609375,buy,0
2019-09-05,114467.15931064454,722.4119961914112,78,1458.2659912109375,buy,0
2019-09-06,115413.93763095704,722.4119961914112,78,1470.4041748046875,buy,0
2019-09-09,116027.65442783204,722.4119961914112,78,1478.2723388671875,buy,0
2019-09-11,117588.16858798829,722.4119961914112,78,1498.2789306640625,buy,0
2019-09-12,116005.20276767579,722.4119961914112,78,1477.9844970703125,buy,0
2019-09-13,116596.46790439454,722.4119961914112,78,1485.5648193359375,buy,0
2019-09-16,114583.16907626954,722.4119961914112,78,1459.7532958984375,buy,0
2019-09-17,115301.68885166016,722.4119961914112,78,1468.965087890625,buy,0
2019-09-18,116534.28537861329,71980.29001728517,30,1485.1331787109375,sell,48
2019-09-19,116711.31907001954,71980.29001728517,30,1491.0343017578125,buy,0
2019-09-20,120082.19553486329,71980.29001728517,30,1603.3968505859375,buy,0
2019-09-23,123874.79685322267,71980.29001728517,30,1729.81689453125,buy,0
2019-09-24,122814.01194111329,71980.29001728517,30,1694.4573974609375,buy,0
2019-09-25,122408.12937275392,71980.29001728517,30,1680.927978515625,buy,0
2019-09-26,122959.38669697267,71980.29001728517,30,1699.30322265625,sell,0
2019-09-27,123113.39304462892,71980.29001728517,30,1704.436767578125,buy,0
2019-09-30,122677.66482978516,935.7898297851643,72,1690.859375,buy,42
2019-10-01,122950.53885322266,935.7898297851643,72,1694.6492919921875,buy,0
2019-10-03,121765.70291572266,935.7898297851643,72,1678.1932373046875,sell,0
2019-10-04,120069.62479072266,935.7898297851643,72,1654.6365966796875,buy,0
2019-10-07,120121.42752509766,935.7898297851643,72,1655.3560791015625,sell,0
2019-10-09,123458.35330634766,935.7898297851643,72,1701.7022705078125,buy,0
2019-10-10,123814.15213447266,935.7898297851643,72,1706.6439208984375,buy,0
2019-10-11,124619.01053291016,935.7898297851643,72,1717.822509765625,buy,0
2019-10-14,125202.78006416016,935.7898297851643,72,1725.930419921875,buy,0
2019-10-15,125506.75857978516,935.7898297851643,72,1730.15234375,buy,0
2019-10-16,122922.91482978516,935.7898297851643,72,1694.265625,buy,0
2019-10-17,126142.38357978516,935.7898297851643,72,1738.98046875,buy,0
2019-10-18,126449.81619697266,935.7898297851643,72,1743.2503662109375,buy,0
2019-10-22,123924.66580634766,935.7898297851643,72,1708.1788330078125,buy,0
2019-10-23,123040.36307197266,935.7898297851643,72,1695.8968505859375,buy,0
2019-10-24,124636.28982978516,935.7898297851643,72,1718.0625,buy,0
2019-10-25,125036.97440009766,935.7898297851643,72,1723.6275634765625,buy,0
2019-10-27,124781.36209541016,935.7898297851643,72,1720.077392578125,buy,0
2019-10-29,126277.09354072266,935.7898297851643,72,1740.8514404296875,sell,0
2019-10-30,126996.92654853516,935.7898297851643,72,1750.84912109375,buy,0
2019-10-31,126187.11111884766,935.7898297851643,72,1739.6016845703125,buy,0
2019-11-01,123193.56522041016,935.7898297851643,72,1698.024658203125,buy,0
2019-11-04,124546.73807197266,935.7898297851643,72,1716.8187255859375,sell,0
2019-11-05,125096.98611884766,935.7898297851643,72,1724.4610595703125,sell,0
2019-11-06,125356.54471259766,935.7898297851643,72,1728.0660400390625,buy,0
2019-11-07,127387.98709541016,935.7898297851643,72,1756.280517578125,buy,0
2019-11-08,125166.20877509766,935.7898297851643,72,1725.4224853515625,buy,0
2019-11-11,123719.59061103516,935.7898297851643,72,1705.33056640625,buy,0
2019-11-13,123477.33768134766,935.7898297851643,72,1701.9659423828125,buy,0
2019-11-14,123574.24588447266,935.7898297851643,72,1703.3118896484375,buy,0
2019-11-15,122802.51346259766,935.7898297851643,72,1692.5933837890625,buy,0
2019-11-18,121300.54178291016,935.7898297851643,72,1671.732666015625,buy,0
2019-11-19,120078.91482978516,935.7898297851643,72,1654.765625,buy,0
2019-11-20,120227.71365791016,935.7898297851643,72,1656.832275390625,sell,0
2019-11-21,120009.68338447266,935.7898297851643,72,1653.8040771484375,buy,0
2019-11-22,117407.19803291016,935.7898297851643,72,1617.658447265625,buy,0
2019-11-25,119341.74100166016,935.7898297851643,72,1644.527099609375,sell,0
2019-11-26,119314.09061103516,935.7898297851643,72,1644.14306640625,buy,0
2019-11-27,119663.60525947266,935.7898297851643,72,1648.9974365234375,buy,0
2019-11-28,119611.69705634766,935.7898297851643,72,1648.2764892578125,sell,0
2019-11-29,119026.82889228516,935.7898297851643,72,1640.1533203125,buy,0
2019-12-02,121248.63357978516,935.7898297851643,72,1671.01171875,buy,0
2019-12-03,121124.03982978516,935.7898297851643,72,1669.28125,buy,0
2019-12-04,120006.22049384766,935.7898297851643,72,1653.7559814453125,buy,0
2019-12-05,119698.21658759766,935.7898297851643,72,1649.4781494140625,buy,0
2019-12-06,119753.59647041016,935.7898297851643,72,1650.247314453125,buy,0
2019-12-09,120424.99295478516,935.7898297851643,72,1659.572265625,buy,0
2019-12-10,119511.33475166016,935.7898297851643,72,1646.882568359375,buy,0
2019-12-11,121245.16190009766,935.7898297851643,72,1670.9635009765625,buy,0
2019-12-12,122106.90311103516,935.7898297851643,72,1682.93212890625,buy,0
2019-12-13,121643.14822822266,935.7898297851643,72,1676.4910888671875,buy,0
2019-12-16,120777.95291572266,935.7898297851643,72,1664.4744873046875,buy,0
2019-12-17,121743.51053291016,935.7898297851643,72,1677.885009765625,buy,0
2019-12-18,124031.09256416016,935.7898297851643,72,1709.656982421875,buy,0
2019-12-19,125737.20779853516,935.7898297851643,72,1733.35302734375,buy,0
2019-12-20,125470.73221259766,935.7898297851643,72,1729.6519775390625,buy,0
2019-12-23,126045.23807197266,935.7898297851643,72,1737.6312255859375,buy,0
2019-12-24,125761.43924384766,935.7898297851643,72,1733.6895751953125,buy,0
2019-12-26,126187.11111884766,935.7898297851643,72,1739.6016845703125,buy,0
2019-12-27,126370.53885322266,935.7898297851643,72,1742.1492919921875,sell,0
2019-12-30,125681.85428291016,935.7898297851643,72,1732.584228515625,buy,0
2019-12-31,124480.96072822266,935.7898297851643,72,1715.9051513671875,buy,0
2020-01-01,125051.98611884766,935.7898297851643,72,1723.8360595703125,buy,0
2020-01-02,124875.50174384766,935.7898297851643,72,1721.3848876953125,buy,0
2020-01-03,122158.79373603516,935.7898297851643,72,1683.65283203125,buy,0
2020-01-06,119096.05154853516,935.7898297851643,72,1641.11474609375,buy,0
2020-01-07,120290.01053291016,935.7898297851643,72,1657.697509765625,buy,0
2020-01-08,120594.56033759766,935.7898297851643,72,1661.9273681640625,buy,0
2020-01-09,123622.71756416016,935.7898297851643,72,1703.985107421875,buy,0
2020-01-10,125007.00369697266,935.7898297851643,72,1723.2113037109375,buy,0
2020-01-13,125861.81033759766,935.7898297851643,72,1735.0836181640625,buy,0
2020-01-14,126848.13650947266,935.7898297851643,72,1748.7825927734375,buy,0
2020-01-15,128446.97244697266,935.7898297851643,72,1770.9886474609375,buy,0
2020-01-16,127955.55838447266,935.7898297851643,72,1764.1634521484375,buy,0
2020-01-17,127602.55447822266,935.7898297851643,72,1759.2606201171875,buy,0
2020-01-20,128896.90213447266,935.7898297851643,72,1777.2376708984375,buy,0
2020-01-21,126266.70486884766,935.7898297851643,72,1740.7071533203125,buy,0
2020-01-22,124086.43729072266,935.7898297851643,72,1710.4256591796875,buy,0
2020-01-23,123868.41580634766,935.7898297851643,72,1707.3975830078125,buy,0
2020-01-24,124609.02615791016,935.7898297851643,72,1717.683837890625,buy,0
2020-01-27,124716.30545478516,935.7898297851643,72,1719.173828125,buy,0
2020-01-28,124076.06619697266,935.7898297851643,72,1710.2816162109375,buy,0
2020-01-29,125311.54471259766,935.7898297851643,72,1727.4410400390625,buy,0
2020-01-30,125868.72732978516,935.7898297851643,72,1735.1796875,buy,0
2020-01-31,125221.57107978516,935.7898297851643,72,1726.19140625,sell,0
2020-02-03,130205.04861884766,935.7898297851643,72,1795.4063720703125,buy,0
2020-02-04,131841.97635322268,935.7898297851643,72,1818.1414794921875,buy,0
2020-02-05,130609.94315009766,935.7898297851643,72,1801.0299072265625,buy,0
2020-02-06,129454.06717353516,935.7898297851643,72,1784.97607421875,buy,0
2020-02-07,129585.56033759766,935.7898297851643,72,1786.8023681640625,buy,0
2020-02-10,130333.09647041016,935.7898297851643,72,1797.184814453125,buy,0
2020-02-11,130928.31815009766,935.7898297851643,72,1805.4517822265625,buy,0
2020-02-12,132008.09842353518,935.7898297851643,72,1820.44873046875,buy,0
2020-02-13,130648.03494697265,935.7898297851643,72,1801.5589599609373,buy,0
2020-02-14,130855.65897041016,935.7898297851643,72,1804.442626953125,buy,0
2020-02-17,131156.75467353518,935.7898297851643,72,1808.62451171875,buy,0
2020-02-18,129928.17557197266,935.7898297851643,72,1791.5609130859375,sell,0
2020-02-19,131399.00760322268,935.7898297851643,72,1811.9891357421875,buy,0
2020-02-20,128446.97244697266,935.7898297851643,72,1770.9886474609375,buy,0
2020-02-24,126834.27615791016,935.7898297851643,72,1748.590087890625,buy,0
2020-02-25,127329.16190009766,935.7898297851643,72,1755.4635009765625,buy,0
2020-02-26,127367.23611884766,935.7898297851643,72,1755.9923095703125,buy,0
2020-02-27,128554.26053291016,935.7898297851643,72,1772.478759765625,buy,0
2020-02-28,125380.74979072266,935.7898297851643,72,1728.4022216796875,sell,0
2020-03-02,124609.02615791016,935.7898297851643,72,1717.683837890625,buy,0
2020-03-03,126061.41873603516,935.7898297851643,72,1737.85595703125,buy,0
2020-03-04,129355.38357978516,935.7898297851643,72,1783.60546875,buy,0
2020-03-05,131196.94705634768,935.7898297851643,72,1809.1827392578125,buy,0
2020-03-06,131405.44119697265,935.7898297851643,72,1812.0784912109373,buy,0
2020-03-09,130689.66873603516,935.7898297851643,72,1802.13720703125,buy,0
2020-03-11,131780.69022041018,935.7898297851643,72,1817.290283203125,buy,0
2020-03-12,129035.71658759766,935.7898297851643,72,1779.1656494140625,buy,0
2020-03-13,125863.36600166016,935.7898297851643,72,1735.105224609375,buy,0
2020-03-16,117920.32986884766,935.7898297851643,72,1624.7852783203125,buy,0
2020-03-17,121269.87674384766,935.7898297851643,72,1671.3067626953125,buy,0
2020-03-18,113389.36600166016,935.7898297851643,72,1561.855224609375,buy,0
2020-03-19,112207.98416572266,935.7898297851643,72,1545.4471435546875,buy,0
2020-03-20,122058.62479072266,935.7898297851643,72,1682.2615966796875,buy,0
2020-03-23,105067.56522041016,935.7898297851643,72,1446.274658203125,buy,0
2020-03-24,106902.19412666016,935.7898297851643,72,1471.755615234375,buy,0
2020-03-25,111648.56912666016,935.7898297851643,72,1537.677490234375,buy,0
2020-03-26,113302.49490791016,935.7898297851643,72,1560.648681640625,buy,0
2020-03-27,112412.99783759766,935.7898297851643,72,1548.2945556640625,buy,0
2020-03-30,111773.66385322266,935.7898297851643,72,1539.4149169921875,buy,0
2020-03-31,116745.88260322266,935.7898297851643,72,1608.4735107421875,buy,0
2020-04-01,112346.96561103516,935.7898297851643,72,1547.37744140625,buy,0
2020-04-03,106627.70291572266,935.7898297851643,72,1467.9432373046875,buy,0
2020-04-07,113778.52811103516,935.7898297851643,72,1567.26025390625,sell,0
2020-04-08,112746.55154853516,935.7898297851643,72,1552.92724609375,buy,0
2020-04-09,115693.06717353516,935.7898297851643,72,1593.85107421875,buy,0
2020-04-13,117743.10721259766,935.7898297851643,72,1622.3238525390625,buy,0
2020-04-15,120338.65799384766,935.7898297851643,72,1658.3731689453125,buy,0
2020-04-16,122069.03982978516,935.7898297851643,72,1682.40625,buy,0
2020-04-17,122973.3724748047,24657.67301191407,58,1695.0982666015625,sell,14
2020-04-20,121529.08609785157,24657.67301191407,58,1670.19677734375,buy,0
2020-04-21,121279.98062910157,24657.67301191407,58,1665.90185546875,buy,0
2020-04-22,126150.27433027345,24657.67301191407,58,1749.8724365234375,buy,0
2020-04-23,126634.5091935547,24657.67301191407,58,1758.2213134765625,sell,0
2020-04-24,126959.15030722658,10540.701332617196,66,1763.9158935546875,buy,8
2020-04-27,128475.2569966797,10540.701332617196,66,1786.88720703125,sell,0
2020-04-28,126758.4835591797,10540.701332617196,66,1760.87548828125,buy,0
2020-04-29,123133.84122519533,10540.701332617196,66,1705.9566650390625,buy,0
2020-04-30,122573.26822714845,10540.701332617196,66,1697.463134765625,buy,0
2020-05-04,117352.18554560548,826.3291002929782,72,1618.4146728515625,buy,6
2020-05-05,113345.92870966798,826.3291002929782,72,1562.772216796875,buy,0
2020-05-06,112755.25097529298,826.3291002929782,72,1554.568359375,buy,0
2020-05-07,111619.02734248048,826.3291002929782,72,1538.7874755859375,buy,0
2020-05-08,110514.09277216798,826.3291002929782,72,1523.441162109375,buy,0
2020-05-11,109902.54101435548,826.3291002929782,72,1514.9473876953125,buy,0
2020-05-12,106688.50390498048,826.3291002929782,72,1470.3079833984375,buy,0
2020-05-13,109464.74902216798,826.3291002929782,72,1508.866943359375,buy,0
2020-05-14,106622.48046748048,826.3291002929782,72,1469.3909912109375,buy,0
2020-05-15,108745.48730341798,826.3291002929782,72,1498.877197265625,sell,0
2020-05-18,105142.27929560548,826.3291002929782,72,1448.8326416015625,buy,0
2020-05-19,105340.34081904298,826.3291002929782,72,1451.58349609375,buy,0
2020-05-20,105069.32128779298,826.3291002929782,72,1447.8193359375,buy,0
2020-05-21,110229.16894404298,826.3291002929782,72,1519.48388671875,buy,0
2020-05-22,113259.04882685548,826.3291002929782,72,1561.5655517578125,buy,0
2020-05-26,114089.50097529298,826.3291002929782,72,1573.099609375,buy,0
2020-05-27,113366.75878779298,826.3291002929782,72,1563.0615234375,buy,0
2020-05-28,115045.01269404298,826.3291002929782,72,1586.37060546875,buy,0
2020-05-29,117790.01269404298,826.3291002929782,72,1624.49560546875,buy,0
2020-06-01,118495.37011591798,826.3291002929782,72,1634.292236328125,buy,0
2020-06-02,119610.72851435548,826.3291002929782,72,1649.7833251953125,sell,0
2020-06-03,120114.54394404298,826.3291002929782,72,1656.78076171875,buy,0
2020-06-04,114360.52929560548,826.3291002929782,72,1576.8638916015625,buy,0
2020-06-05,114694.10058466798,826.3291002929782,72,1581.496826171875,buy,0
2020-06-08,114395.26367060548,826.3291002929782,72,1577.3463134765625,buy,0
2020-06-09,114937.31152216798,826.3291002929782,72,1584.874755859375,buy,0
2020-06-10,114513.39745966798,826.3291002929782,72,1578.987060546875,sell,0
2020-06-11,112737.46013442383,36565.9851588379,49,1554.5198974609375,sell,23
2020-06-12,114002.55974379883,36565.9851588379,49,1580.3382568359375,buy,0
2020-06-15,113096.89116469727,36565.9851588379,49,1561.855224609375,buy,0
2020-06-16,113262.41570083008,36565.9851588379,49,1565.2332763671875,buy,0
2020-06-17,112018.58611098633,36565.9851588379,49,1539.8489990234375,buy,0
2020-06-18,112132.10198012696,36565.9851588379,49,1542.1656494140625,buy,0
2020-06-19,113300.24834243165,36565.9851588379,49,1566.00537109375,buy,0
2020-06-22,114702.52641860352,36565.9851588379,49,1594.623291015625,buy,0
2020-06-23,116204.0964869629,36565.9851588379,49,1625.267578125,buy,0
2020-06-24,119200.17253676758,36565.9851588379,49,1686.4119873046875,buy,0
2020-06-25,116445.29826918946,36565.9851588379,49,1630.1900634765625,buy,0
2020-06-26,116338.88835708008,36565.9851588379,49,1628.0184326171875,buy,0
2020-06-29,116584.8035182129,36565.9851588379,49,1633.037109375,buy,0
2020-06-30,116371.98967543946,36565.9851588379,49,1628.6939697265625,sell,0
2020-07-01,116398.00298110352,36565.9851588379,49,1629.224853515625,buy,0
2020-07-02,116324.70036879883,36565.9851588379,49,1627.7288818359375,buy,0
2020-07-03,116759.80266372071,36565.9851588379,49,1636.6085205078125,buy,0
2020-07-06,117384.07414809571,36565.9851588379,49,1649.3487548828125,buy,0
2020-07-07,119129.22063247071,36565.9851588379,49,1684.9639892578125,buy,0
2020-07-08,116315.23174086915,36565.9851588379,49,1627.53564453125,buy,0
2020-07-09,117781.34380141602,36565.9851588379,49,1657.456298828125,buy,0
2020-07-10,117131.05302993165,36565.9851588379,49,1644.18505859375,buy,0
2020-07-13,117232.74358168946,36565.9851588379,49,1646.2603759765625,buy,0
2020-07-14,116416.92827407227,36565.9851588379,49,1629.611083984375,buy,0
2020-07-15,115624.74565688477,36565.9851588379,49,1613.444091796875,sell,0
2020-07-16,116643.93010512696,36565.9851588379,49,1634.2437744140625,buy,0
2020-07-17,117812.09441176758,36565.9851588379,49,1658.0838623046875,buy,0
2020-07-20,119405.89836684571,36565.9851588379,49,1690.6104736328125,buy,0
2020-07-21,118112.41081801758,36565.9851588379,49,1664.2127685546875,sell,0
2020-07-22,116764.52800551758,36565.9851588379,49,1636.7049560546875,buy,0
2020-07-23,118352.64958754883,36565.9851588379,49,1669.1156005859375,buy,0
2020-07-24,117607.11626235352,36565.9851588379,49,1653.900634765625,buy,0
2020-07-27,120735.99834243165,36565.9851588379,49,1717.75537109375,buy,0
2020-07-28,119860.29680434571,36565.9851588379,49,1699.8839111328125,buy,0
2020-07-29,118937.25212661133,36565.9851588379,49,1681.0462646484375,buy,0
2020-07-30,119088.72026625977,36565.9851588379,49,1684.137451171875,buy,0
2020-07-31,117770.4216822754,36565.9851588379,49,1657.2333984375,sell,0
2020-08-03,117297.05608168946,36565.9851588379,49,1647.5728759765625,buy,0
2020-08-04,117697.03532973633,36565.9851588379,49,1655.7357177734375,buy,0
2020-08-05,117808.29021254883,36565.9851588379,49,1658.0062255859375,buy,0
2020-08-06,118334.8103417969,21540.109902343764,58,1668.8741455078125,buy,9
2020-08-07,122744.3679589844,21540.109902343764,58,1744.9010009765625,buy,0
2020-08-10,121405.25614257815,21540.109902343764,58,1721.8128662109375,buy,0
2020-08-11,121808.67191406252,21540.109902343764,58,1728.768310546875,buy,0
2020-08-12,122231.76976210938,697.2946644531403,70,1736.206787109375,buy,12
2020-08-13,122590.17796523438,697.2946644531403,70,1741.326904296875,buy,0
2020-08-14,122590.17796523438,697.2946644531403,70,1741.326904296875,buy,0
2020-08-17,124899.46873671876,697.2946644531403,70,1774.3167724609375,buy,0
2020-08-18,127428.54344375001,697.2946644531403,70,1810.4464111328125,buy,0
2020-08-19,128212.95018203126,697.2946644531403,70,1821.6522216796875,buy,0
2020-08-20,127482.64988906251,697.2946644531403,70,1811.2193603515625,sell,0
2020-08-21,133102.05540664063,697.2946644531403,70,1891.49658203125,sell,0
2020-08-24,133382.713365625,697.2946644531403,70,1895.5059814453125,buy,0
2020-08-25,135982.80491835938,697.2946644531403,70,1932.650146484375,buy,0
2020-08-26,134008.21873671873,697.2946644531403,70,1904.4417724609373,buy,0
2020-08-27,134758.8217640625,697.2946644531403,70,1915.1646728515625,sell,0
2020-08-28,133108.84007460938,697.2946644531403,70,1891.593505859375,sell,0
2020-08-31,129119.12205703126,697.2946644531403,70,1834.5975341796875,buy,0
2020-09-01,134542.41307265626,697.2946644531403,70,1912.0731201171875,buy,0
2020-09-02,132151.97972304688,697.2946644531403,70,1877.924072265625,buy,0
2020-09-03,134454.51146132813,697.2946644531403,70,1910.8173828125,buy,0
2020-09-04,132990.49290664063,697.2946644531403,70,1889.90283203125,buy,0
2020-09-07,134731.78563125,697.2946644531403,70,1914.7784423828125,buy,0
2020-09-08,133260.99095351563,697.2946644531403,70,1893.76708984375,buy,0
2020-09-09,134525.53685195313,697.2946644531403,70,1911.83203125,buy,0
2020-09-10,139766.27415664063,697.2946644531403,70,1986.69970703125,sell,0
2020-09-11,138373.24681289063,697.2946644531403,70,1966.79931640625,buy,0
2020-09-14,138052.02610976563,697.2946644531403,70,1962.21044921875,buy,0
2020-09-15,137128.99510390626,697.2946644531403,70,1949.0242919921875,buy,0
2020-09-16,136760.4526234375,697.2946644531403,70,1943.7593994140625,buy,0
2020-09-17,136479.81175429688,697.2946644531403,70,1939.750244140625,buy,0
2020-09-18,137862.70482070313,697.2946644531403,70,1959.505859375,sell,0
2020-09-21,134085.994615625,697.2946644531403,70,1905.5528564453125,sell,0
2020-09-22,131715.8041859375,697.2946644531403,70,1871.6929931640625,buy,0
2020-09-23,132327.80003554688,697.2946644531403,70,1880.435791015625,buy,0
2020-09-24,130420.83836562501,697.2946644531403,70,1853.1934814453125,buy,0
2020-09-25,130911.11180312501,697.2946644531403,70,1860.1973876953125,buy,0
2020-09-28,132263.55931289063,697.2946644531403,70,1879.51806640625,sell,0
2020-09-29,133233.93773085938,697.2946644531403,70,1893.380615234375,buy,0
2020-09-30,135022.5522328125,697.2946644531403,70,1918.9322509765625,buy,0
2020-10-01,138677.54857070313,697.2946644531403,70,1971.146484375,buy,0
2020-10-05,137835.63450820313,697.2946644531403,70,1959.119140625,buy,0
2020-10-06,142028.23460585938,697.2946644531403,70,2019.013427734375,buy,0
2020-10-07,143042.58519179688,697.2946644531403,70,2033.504150390625,buy,0
2020-10-08,141936.94920546873,697.2946644531403,70,2017.7093505859373,buy,0
2020-10-09,139363.9194203125,697.2946644531403,70,1980.9517822265625,buy,0
2020-10-12,141206.63182265626,697.2946644531403,70,2007.2762451171875,buy,0
2020-10-13,140314.00364882813,697.2946644531403,70,1994.5244140625,buy,0
2020-10-14,140767.08958632813,697.2946644531403,70,2000.9970703125,buy,0
2020-10-15,142058.66307265626,697.2946644531403,70,2019.4481201171875,buy,0
2020-10-16,140080.701646875,697.2946644531403,70,1991.1915283203125,buy,0
2020-10-19,140682.54612929688,697.2946644531403,70,1999.789306640625,buy,0
2020-10-20,143955.4819203125,697.2946644531403,70,2046.5455322265625,buy,0
2020-10-21,143671.49144179688,697.2946644531403,70,2042.488525390625,buy,0
2020-10-22,142697.68651015626,697.2946644531403,70,2028.5770263671875,buy,0
2020-10-23,144073.80345351563,697.2946644531403,70,2048.23583984375,buy,0
2020-10-26,141382.44359023438,697.2946644531403,70,2009.787841796875,buy,0
2020-10-27,149317.94163710938,697.2946644531403,70,2123.152099609375,sell,0
2020-10-28,146954.31370742188,697.2946644531403,70,2089.385986328125,buy,0
2020-10-29,151417.44603164063,697.2946644531403,70,2153.14501953125,sell,0
2020-10-30,150472.70237929688,697.2946644531403,70,2139.648681640625,buy,0
2020-11-02,147855.08519179688,697.2946644531403,70,2102.254150390625,buy,0
2020-11-03,146622.42894179688,697.2946644531403,70,2084.644775390625,buy,0
2020-11-04,147624.79954726563,697.2946644531403,70,2098.96435546875,buy,0
2020-11-05,152287.72923476563,697.2946644531403,70,2165.57763671875,buy,0
2020-11-06,150306.74290664063,697.2946644531403,70,2137.27783203125,buy,0
2020-11-09,151400.49290664063,697.2946644531403,70,2152.90283203125,buy,0
2020-11-10,149676.89671523438,697.2946644531403,70,2128.280029296875,buy,0
2020-11-11,148454.42601210938,697.2946644531403,70,2110.816162109375,buy,0
2020-11-12,147783.95726210938,697.2946644531403,70,2101.238037109375,buy,0
2020-11-13,148335.90794570313,697.2946644531403,70,2109.123046875,buy,0
2020-11-14,148650.87376601563,697.2946644531403,70,2113.62255859375,buy,0
2020-11-17,148857.38743789063,697.2946644531403,70,2116.57275390625,buy,0
2020-11-18,149406.00560195313,697.2946644531403,70,2124.41015625,buy,0
2020-11-19,147099.91917617188,697.2946644531403,70,2091.466064453125,buy,0
2020-11-20,147428.40306289063,697.2946644531403,70,2096.15869140625,sell,0
2020-11-23,148762.60716445313,697.2946644531403,70,2115.21875,buy,0
2020-11-24,150228.86448867188,697.2946644531403,70,2136.165283203125,buy,0
2020-11-25,146598.75950820313,697.2946644531403,70,2084.306640625,buy,0
2020-11-26,146666.50364882813,697.2946644531403,70,2085.2744140625,sell,0
2020-11-27,150730.05833632813,697.2946644531403,70,2143.3251953125,buy,0
2020-12-01,151728.94261367188,697.2946644531403,70,2157.594970703125,buy,0
2020-12-02,157539.83128554688,697.2946644531403,70,2240.607666015625,buy,0
2020-12-03,164011.02025039063,697.2946644531403,70,2333.05322265625,buy,0
2020-12-04,165863.33714492188,697.2946644531403,70,2359.514892578125,buy,0
2020-12-07,168152.45335585938,697.2946644531403,70,2392.216552734375,buy,0
2020-12-08,165873.47142226563,697.2946644531403,70,2359.65966796875,buy,0
2020-12-09,171521.80150039063,697.2946644531403,70,2440.35009765625,buy,0
2020-12-10,171775.77366835938,697.2946644531403,70,2443.978271484375,buy,0
2020-12-11,171430.38792617188,697.2946644531403,70,2439.044189453125,buy,0
2020-12-14,173272.50218398438,697.2946644531403,70,2465.360107421875,buy,0
2020-12-15,171870.62230117188,697.2946644531403,70,2445.333251953125,buy,0
